Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2956,Mario Pinball Land,9,2004,Misc,1,0.5,0.18,0,0.01,0.69
2957,Mappy,2,1984,2,9,0,0,0.69,0,0.69
2958,J-League Soccer: Prime Goal,7,1993,1,9,0,0,0.69,0,0.69
2959,Dragon Ball Z: Budokai,GC,2003,Fighting,32,0.53,0.14,0,0.02,0.69
2960,NFL Xtreme,PS,1998,1,20,0.38,0.26,0,0.05,0.69
2961,The Sly Collection,6,2010,2,20,0.52,0.09,0.01,0.07,0.69
2962,One Piece: Pirate Warriors 2,6,2013,5,9,0,0.2,0.42,0.07,0.69
2963,Assassin's Creed IV: Black Flag,PC,2013,5,35,0.22,0.38,0,0.1,0.69
2964,Harry Potter and the Chamber of Secrets,GC,2002,5,34,0.53,0.14,0,0.02,0.69
2965,Need for Speed: Shift 2 Unleashed,6,2011,22,0.2,0.36,0,0.13,0.69
2966,The Lord of the Rings: The Return of the King,GC,2003,5,34,0.53,0.14,0,0.02,0.69
2967,1 Presents: New Style Boutique 2 - Fashion Forward,5,2015,Misc,1,0.01,0.61,0.02,0.04,0.69
2968,MX vs. ATV Untamed,8,2007,Racing,THQ,0.55,0.08,0,0.06,0.69
2969,The Last Remnant,8,2008,4,33,0.25,0.2,0.18,0.06,0.69
2970,Frozen: Olaf's Quest,DS,2013,2,29,0.28,0.35,0,0.06,0.69
2971,The Sims: Medieval,PC,2011,Simulation,34,0.27,0.32,0,0.1,0.69
2972,Baldur's Gate: Dark Alliance II,4,2004,4,Interplay,0.34,0.26,0,0.09,0.68
2973,Shark Tale,9,2004,5,18,0.49,0.18,0,0.01,0.68
2974,Plants vs. Zombies: Garden Warfare,XOne,2014,23,0.39,0.23,0,0.06,0.68
2975,Kirby's Dream Collection: Special Edition,1,2012,5,1,0.34,0,0.33,0.02,0.68
2976,Bakugan: Battle Brawlers,1,2009,5,18,0.6,0.03,0,0.05,0.68
2977,Star Wars: Masters of Teras Kasi,PS,1997,5,27,0.38,0.26,0,0.04,0.68
2978,The Last Story,1,2011,4,1,0.32,0.13,0.18,0.04,0.68
2979,NBA Street Vol. 2,XB,2003,1,34,0.62,0.04,0,0.02,0.68
2980,Iron Man,6,2008,5,12,0.32,0.25,0,0.11,0.68
2981,Disney Infinity 3.0,10,2015,5,29,0.21,0.36,0,0.11,0.68
2982,Spider-Man 3,6,2007,2,18,0.26,0.29,0.02,0.12,0.68
2983,NCAA Football 2005,XB,2004,1,34,0.63,0.02,0,0.03,0.68
2984,Mortal Kombat Mythologies: Sub-Zero,PS,1997,Fighting,GT Interactive,0.38,0.26,0,0.04,0.68
2985,Rayman Legends,1U,2013,2,35,0.26,0.33,0.03,0.06,0.68
2986,Naruto: Clash of Ninja,GC,2003,Fighting,Tomy Corporation,0.53,0.14,0,0.02,0.68
2987,Prince of Persia: The Two Thro2,4,2005,5,35,0.57,0.02,0,0.09,0.68
2988,Hot Shots Golf: Open Tee 2,13,2007,1,20,0.21,0.11,0.28,0.08,0.68
2989,Metro: Last Light,10,2014,5,8,0.22,0.3,0.04,0.12,0.68
2990,Fossil Fighters: Champions,DS,2010,4,1,0.32,0,0.34,0.02,0.68
2991,Mercenaries: Playground of Destruction,XB,2005,5,27,0.54,0.11,0,0.03,0.68
2992,Sniper Elite 3,10,2014,11,505 Games,0.22,0.33,0,0.13,0.68
2993,Doom (2016),XOne,2016,11,Bethesda Softworks,0.39,0.23,0,0.06,0.68
2994,Bushido Blade 2,PS,1998,Fighting,SquareSoft,0.25,0.17,0.22,0.04,0.68
2995,Suikoden II,PS,1998,4,21,0.15,0.1,0.38,0.04,0.68
2996,Need for Speed (2015),XOne,2015,22,0.3,0.33,0,0.06,0.68
2997,Cars: Mater-National Championship,DS,2007,Racing,THQ,0.63,0.01,0,0.05,0.68
2998,FIFA Soccer 06,XB,2005,1,34,0.29,0.38,0,0.01,0.68
2999,Hidden Objects: Mystery Stories,DS,2009,Adventure,GSP,0.19,0.43,0,0.05,0.68
3000,Red Steel,1,2006,11,35,0.55,0.04,0.04,0.05,0.68
3001,Fight Night 2004,XB,2004,Fighting,34,0.51,0.15,0,0.02,0.68
3002,Tourist Trophy: The Real Riding Simulator,4,2006,Racing,20,0.28,0.22,0.11,0.07,0.68
3003,Mass Effect,PC,2008,4,34,0,0.59,0,0.09,0.68
3004,.hack//Mutation Part 2,4,2002,4,32,0.23,0.18,0.2,0.06,0.68
3005,Country Dance,1,2011,Misc,Funbox Media,0.59,0.04,0,0.04,0.68
3006,Turok,6,2008,5,Touchstone,0.35,0.22,0.01,0.1,0.68
3007,Midway Arcade Treasures 2,4,2004,Misc,30,0.33,0.26,0,0.09,0.68
3008,100 Classic Books,DS,2008,Misc,1,0.13,0.52,0,0.02,0.67
3009,Unreal Tournament III,6,2007,11,30,0.33,0.24,0,0.11,0.67
3010,Final Fantasy Crystal Chronicles: Ring of Fates,DS,2007,4,33,0.22,0.01,0.42,0.02,0.67
3011,Return to Castle Wolfenstein: Tides of War,XB,2003,11,18,0.49,0.16,0,0.02,0.67
3012,Need for Speed Rivals,XOne,2013,22,0.45,0.17,0,0.05,0.67
3013,Lollipop Chainsaw,6,2012,5,24,0.26,0.21,0.11,0.09,0.67
3014,The Dark2s,6,2007,11,26,0.2,0.34,0,0.13,0.67
3015,Street Sk8er,PS,1998,1,34,0.37,0.25,0,0.04,0.67
3016,Club Penguin: Elite Penguin Force - Herbert's Revenge,DS,2010,Adventure,29,0.4,0.22,0,0.06,0.67
3017,Contra: Legacy of War,PS,1996,11,21,0.37,0.25,0,0.04,0.67
3018,Blazing Angels: Squadrons of W1,6,2006,Simulation,35,0.35,0.22,0,0.1,0.67
3019,Fight Night Round 2004,XB,2004,Fighting,34,0.46,0.18,0,0.03,0.67
3020,Wolfenstein: The New Order,XOne,2014,11,Bethesda Softworks,0.33,0.28,0,0.06,0.67
3021,The Biggest Loser: Challenge,1,2010,1,THQ,0.49,0.13,0,0.05,0.67
3022,Zaidan Houjin Nippon Kanji Nouryoko Kentei Kyoukai Kounin: KanKen DS,DS,2006,Misc,Rocket Company,0,0,0.67,0,0.67
3023,Spice World,PS,1998,5,20,0.37,0.25,0,0.04,0.67
3024,Star Wars: Republic Commando,XB,2005,11,18,0.48,0.17,0,0.02,0.67
3025,Armored Core 3,4,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67
3026,Need For Speed: Undercover,1,2008,22,0.27,0.32,0,0.07,0.67
3027,Taiko no Tatsujin 1,1,2008,Misc,9,0,0,0.67,0,0.67
3028,The Witcher 3: Wild Hunt,PC,2015,4,9,0.2,0.42,0,0.05,0.67
3029,Virtua Tennis: World Tour (US & Others sales),13,2005,1,12,0.16,0.36,0,0.14,0.67
3030,The LEGO Movie Videogame,10,2014,5,24,0.24,0.31,0.01,0.11,0.67
3031,Ratatouille,13,2007,5,THQ,0.22,0.28,0,0.16,0.67
3032,RIFT,PC,2011,4,Unknown,0.44,0.16,0,0.07,0.67
3033,Wild ARMs 2,PS,1999,4,20,0.19,0.13,0.31,0.04,0.67
3034,Summer 1: Paradise Island (Others sales),1,2008,1,35,0,0.66,0,0.01,0.67
3035,Castlevania: Lords of Shadow,8,2010,5,21,0.42,0.18,0.01,0.05,0.67
3036,BioShock Infinite,PC,2013,11,26,0.28,0.3,0,0.08,0.67
3037,Minecraft: Story Mode,10,2015,Adventure,Mojang,0.23,0.33,0,0.11,0.67
3038,TV Show King Party,1,2008,3,35,0.18,0.41,0,0.08,0.67
3039,Crafting Mama,DS,2010,Simulation,505 Games,0.4,0.21,0.01,0.05,0.67
3040,007: Quantum of Solace,1,2008,5,18,0.3,0.29,0.01,0.07,0.67
3041,Rock Band 3,1,2010,Misc,MTV Games,0.56,0.06,0,0.05,0.67
3042,Command & Conquer: Red Alert 3,PC,2008,6,34,0.01,0.64,0,0.02,0.67
3043,The Fairly Odd Parents: Breakin Da Rules,4,2003,2,THQ,0.33,0.25,0,0.09,0.67
3044,WWE SmackDown vs. RAW 2007,13,2006,Fighting,THQ,0.33,0.2,0,0.14,0.67
3045,Peppa Pig: Fun and Games,DS,2010,Misc,35,0,0.58,0,0.09,0.67
3046,Adventures of Tron,2600,1981,5,Mattel Interactive,0.63,0.03,0,0.01,0.67
3047,Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007,Adventure,25,0.33,0.05,0.25,0.04,0.67
3048,NHL 13,8,2012,1,34,0.51,0.11,0,0.05,0.67
3049,Borderlands: The Pre-Sequel,6,2014,11,26,0.25,0.26,0.05,0.11,0.67
3050,The Sims 3: High-End Loft Stuff,PC,2010,Simulation,34,0.01,0.53,0,0.12,0.67
3051,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",9,N/A,5,29,0.48,0.18,0,0.01,0.67
3052,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Koushiki Soft: 200 Mannin no KanKen: Tokoton Kanji Nou,DS,2006,Misc,IE Institute,0,0,0.66,0,0.66
3053,Pro Pinball: Big Race USA,PS,1999,Simulation,26,0.37,0.25,0,0.04,0.66
3054,NFL Street,XB,2004,1,34,0.49,0.15,0,0.02,0.66
3055,Shaun White Snowboarding,6,2008,1,35,0.31,0.24,0.01,0.1,0.66
3056,The LEGO Movie Videogame,1U,2014,5,24,0.35,0.23,0.03,0.06,0.66
3057,Tony Hawk's Proving Ground,4,2007,1,18,0.55,0.02,0,0.09,0.66
3058,MLB 2004,4,2003,1,20,0.32,0.25,0,0.08,0.66
3059,Naruto Shippuden: Ultimate Ninja 4,4,2007,Fighting,32,0.26,0.01,0.13,0.26,0.66
3060,Tiger Woods PGA Tour 2000,PS,1998,1,34,0.37,0.25,0,0.04,0.66
3061,Darkstone,PS,2001,4,34,0.37,0.25,0,0.04,0.66
3062,NCAA March Mad2s 2003,4,2002,1,34,0.32,0.25,0,0.08,0.66
3063,Finding Nemo,XB,2003,5,THQ,0.48,0.16,0,0.02,0.66
3064,Thrillville,4,2006,6,32,0.55,0.02,0,0.09,0.66
3065,NHL 10,8,2009,1,34,0.51,0.1,0,0.06,0.66
3066,Jikkyou World Soccer 2000 Final Edition,4,2000,1,21,0,0,0.66,0,0.66
3067,Madagascar,GC,2005,2,18,0.52,0.13,0,0.02,0.66
3068,3r Brain Games,1,2012,3,9,0,0,0.66,0,0.66
3069,Dragon Quest Monsters: Caravan Heart,9,2003,4,Enix Corporation,0,0,0.64,0.02,0.66
3070,Strawberry Shortcake: Summertime Adventure,9,2004,Adventure,3,0.47,0.18,0,0.01,0.66
3071,Rayman Legends,6,2013,2,35,0.14,0.38,0,0.14,0.66
3072,Rocksmith 2014,PC,2013,Misc,35,0.35,0.24,0,0.07,0.66
3073,Street Fighter Anniversary Collection,4,2004,Fighting,25,0.32,0.25,0,0.08,0.66
3074,Legend of Legaia,PS,1998,4,20,0.37,0.25,0,0.04,0.66
3075,Napoleon: Total War,PC,2010,6,12,0.02,0.52,0,0.12,0.66
3076,Fist of the North Star: Ken's Rage,6,2010,5,35 Annecy,0.06,0.03,0.55,0.02,0.66
3077,Wario: Master of Disguise,DS,2007,2,1,0.28,0.02,0.33,0.03,0.66
3078,Toy Story 3: The Video Game,13,2010,5,29,0.27,0.25,0,0.14,0.66
3079,The Sims: Bustin' Out,GC,2003,Simulation,34,0.43,0.2,0,0.03,0.66
3080,Tiger Woods PGA Tour 09,6,2008,1,34,0.34,0.22,0,0.1,0.66
3081,Keystone Kapers,2600,1982,5,18,0.62,0.04,0,0.01,0.66
3082,LEGO Marvel Super Heroes,11,2013,5,24,0.15,0.35,0,0.16,0.66
3083,New Play Control! Pikmin,1,2008,6,1,0.29,0.14,0.19,0.04,0.66
3084,Shrek: Hassle at the Castle,9,2002,5,TDK Mediactive,0.47,0.17,0,0.01,0.66
3085,Suikoden IV,4,2004,4,21,0.17,0.13,0.3,0.05,0.66
3086,Gods Eater Burst,13,2010,5,9,0.03,0,0.62,0,0.66
3087,Disney's Kim Possible 2: Drakken's Demise,9,2004,2,29,0.47,0.17,0,0.01,0.66
3088,Um Jammer Lammy,PS,1998,Misc,20,0.12,0.08,0.41,0.04,0.66
3089,Brothers In Arms: Road to Hill 30,XB,2005,11,35,0.49,0.14,0,0.02,0.66
3090,Madden NFL 10,13,2009,1,34,0.5,0.08,0,0.08,0.66
3091,"Transformers: The Game (XBox 360, 4, 6, 1 & PC Versions)",13,2007,5,18,0.23,0.27,0,0.16,0.66
3092,Taiko no Tatsujin DS: Touch de Dokodon!,DS,2007,Misc,9,0,0,0.66,0,0.66
3093,F1 2015,10,2015,Racing,13,0.09,0.44,0.03,0.09,0.66
3094,Scene It? Box Office Smash,8,2008,Misc,28,0.33,0.25,0,0.07,0.66
3095,Animaniacs Ten Pin Alley,PS,1998,1,ASC Games,0.36,0.25,0,0.04,0.66
3096,Disney Infinity 2.0: Marvel Super Heroes,1U,2014,5,29,0.38,0.22,0,0.06,0.65
3097,NHL 13,6,2012,1,34,0.33,0.22,0,0.1,0.65
3098,Kung Fu Panda,4,2008,5,18,0.24,0,0,0.41,0.65
3099,Tom Clancy's EndWar,6,2008,6,35,0.32,0.22,0.01,0.1,0.65
3100,The Evil Within,XOne,2014,5,Bethesda Softworks,0.35,0.25,0,0.05,0.65
3101,Tiger Woods PGA Tour 09,8,2008,1,34,0.35,0.23,0,0.07,0.65
3102,Radiata Stories,4,2005,4,33,0.18,0.14,0.29,0.05,0.65
3103,F-Zero GX,GC,2003,Racing,1,0.41,0.11,0.12,0.02,0.65
3104,Disney's Chicken Little,4,2005,2,29,0.32,0.25,0,0.08,0.65
3105,Wall-E,13,2008,2,THQ,0.29,0.22,0,0.14,0.65
3106,Yoshi Topsy-Turvy,9,2004,2,1,0.25,0.09,0.3,0.01,0.65
3107,Up,DS,2009,5,THQ,0.31,0.28,0,0.07,0.65
3108,Monster Jam: Maximum Destruction,4,2002,Racing,35,0.32,0.25,0,0.08,0.65
3109,Real Heroes: Firefighter,1,2009,5,Rondomedia,0.56,0.04,0,0.05,0.65
3110,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,9,2005,Misc,THQ,0.47,0.17,0,0.01,0.65
3111,World of Dragon Warrior - Torneko: The Last Hope,PS,1999,4,Enix Corporation,0.02,0.01,0.58,0.04,0.65
3112,Drawn to Life: The Next Chapter,DS,2009,3,THQ,0.45,0.14,0,0.06,0.65
3113,MLB 14: The Show,10,2014,1,20 America,0.58,0,0,0.07,0.65
3114,Tiger Woods PGA Tour 10,8,2009,1,34,0.39,0.2,0,0.06,0.65
3115,Advance Wars 2: Black Hole Rising,9,2003,6,1,0.47,0.17,0,0.01,0.65
3116,Fire Emblem: Shadow Dragon,DS,2008,4,1,0.31,0.03,0.27,0.03,0.65
3117,Centipede,PS,1998,11,32,0.36,0.25,0,0.04,0.65
3118,Drakengard,4,2003,4,33,0.19,0.15,0.26,0.05,0.65
3119,SingStar Pop Hits,4,2007,Misc,20,0,0.5,0,0.15,0.65
3120,Kung-Fu Master,2600,1987,5,18,0.6,0.04,0,0.01,0.65
3121,Champions: Return to Arms,4,2005,4,Sony Online Entertainment,0.32,0.25,0,0.08,0.65
3122,Harry Potter and the Goblet of Fire,4,2005,5,34,0.54,0.02,0,0.09,0.65
3123,SingStar R&B,4,2007,Misc,20,0,0.05,0,0.6,0.65
3124,Mary-Kate and Ashley: Magical Mystery Mall,PS,2000,Adventure,31,0.36,0.24,0,0.04,0.65
3125,MX vs. ATV Untamed,13,2007,Racing,THQ,0.35,0.18,0,0.12,0.65
3126,Disney Sing It: Party Hits,1,2010,Misc,29,0.5,0.11,0,0.05,0.65
3127,Dead or Alive 5,6,2012,Fighting,16,0.23,0.15,0.2,0.07,0.65
3128,Star Ocean: First Departure,13,2007,4,33,0.2,0.14,0.22,0.09,0.65
3129,Super Robot Taisen Impact,4,2002,6,Banpresto,0,0,0.65,0,0.65
3130,Dragon Age: Inquisition,6,2014,4,34,0.26,0.23,0.05,0.1,0.65
3131,The Black Eyed Peas Experience,1,2011,Misc,35,0.39,0.2,0,0.06,0.65
3132,Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,2008,Misc,9,0,0,0.65,0,0.65
3133,Sengoku Basara: Samurai Heroes,6,2010,5,25,0.17,0.04,0.4,0.03,0.65
3134,Crysis 3,PC,2013,23,0.17,0.39,0,0.09,0.64
3135,Paws & Claws: Pet Vet,DS,2007,Simulation,THQ,0.6,0,0,0.05,0.64
3136,Harry Potter and the Half-Blood Prince,4,2009,5,34,0.13,0.07,0,0.44,0.64
3137,Crash Bandicoot Purple: Ripto's Rampage,9,2004,2,Vivendi Games,0.46,0.17,0,0.01,0.64
3138,Diablo III,XOne,2014,4,18,0.35,0.24,0,0.05,0.64
3139,Spyro: A Hero's Tail,4,2004,2,Vivendi Games,0.32,0.25,0,0.08,0.64
3140,Crash of the Titans,13,2007,5,Vivendi Games,0.25,0.25,0,0.15,0.64
3141,Aliens: Colonial Mari2,6,2013,11,12,0.2,0.31,0,0.13,0.64
3142,Crash: Twinsanity,4,2004,2,Vivendi Games,0.32,0.25,0,0.08,0.64
3143,Test Drive Unlimited 2,6,N/A,Racing,32,0.16,0.35,0.01,0.12,0.64
3144,Max Payne 2: The Fall of Max Payne,XB,2003,11,26,0.47,0.15,0,0.02,0.64
3145,Dragon Ball: Raging Blast 2,8,2010,Fighting,9,0.49,0.09,0.01,0.05,0.64
3146,GoldenEye: Rogue Agent,4,2004,23,0.54,0.02,0,0.09,0.64
3147,NBA 2K17,XOne,2016,1,26,0.54,0.04,0,0.07,0.64
3148,Lost Planet: Extreme Condition,6,2008,11,25,0.31,0.17,0.07,0.09,0.64
3149,XCOM: Enemy Unknown,8,2012,6,26,0.36,0.23,0,0.05,0.64
3150,Rayman 3D,5,2011,2,35,0.23,0.35,0,0.06,0.64
3151,LEGO Marvel's Avengers,10,2016,5,24,0.25,0.29,0,0.1,0.64
3152,James Bond 007: Everything or Nothing,XB,2004,23,0.43,0.19,0,0.02,0.64
3153,X2: Wolverine's Revenge,4,2003,2,18,0.31,0.24,0,0.08,0.64
3154,Stuntman: Ignition,8,2007,Racing,THQ,0.25,0.32,0,0.07,0.64
3155,NBA Live 06,XB,2005,1,34,0.57,0.04,0,0.03,0.64
3156,Dragon Age II,PC,2011,5,34,0.23,0.33,0,0.09,0.64
3157,LEGO Star Wars II: The Original Trilogy,8,2006,5,27,0.55,0.04,0,0.05,0.64
3158,Tom Clancy's Rainbow Six,N64,1999,11,Red Storm Entertainment,0.48,0.15,0,0.01,0.64
3159,Castlevania,N64,1999,2,21,0.44,0.1,0.04,0.05,0.64
3160,Rayman 2: The Great Escape,N64,1999,2,35,0.4,0.22,0,0.02,0.64
3161,Nicktoons Collection: Game Boy Advance Video Volume 1,9,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
3162,The Lord of the Rings: Conquest,8,2009,5,34,0.37,0.21,0,0.06,0.64
3163,TimeSplitters 2,XB,2002,11,Eidos Interactive,0.29,0.33,0,0.01,0.64
3164,Onimusha: Dawn of Dreams,4,2006,5,25,0.15,0.12,0.34,0.04,0.64
3165,NieR,6,2010,4,33,0.17,0.2,0.2,0.07,0.64
3166,The Princess and the Frog,DS,2009,2,29,0.41,0.17,0,0.06,0.64
3167,12 Rally Revo,6,2007,Racing,12,0.07,0.43,0,0.14,0.64
3168,SpongeBob SquarePants: Game Boy Advance Video Volume 1,9,2004,Misc,N/A,0.46,0.17,0,0.01,0.64
3169,Gravity Rush,11,2012,5,20,0.26,0.2,0.09,0.1,0.64
3170,Konami Collector's Series: Arcade Advanced,9,2002,Misc,21,0.46,0.17,0,0.01,0.64
3171,White Knight Chronicles II,6,2010,4,20,0.23,0.09,0.27,0.05,0.64
3172,Wolfenstein,6,2009,11,18,0.25,0.28,0,0.11,0.64
3173,Jampack Volume 13 (RP-T),4,2005,Misc,20,0.31,0.24,0,0.08,0.64
3174,LEGO Dimensions,10,2015,5,24,0.22,0.32,0,0.1,0.64
3175,Start the Party!,6,2010,Misc,20,0.07,0.42,0,0.14,0.64
3176,Cruis'n World,N64,1998,Racing,1,0.59,0.04,0,0.01,0.64
3177,Madden NFL 2001,N64,2000,1,34,0.6,0.03,0,0.01,0.64
3178,NBA Live 08,6,2007,1,34,0.56,0.02,0.01,0.05,0.64
3179,The Walking Dead: Survival Instinct,8,2013,11,18,0.46,0.12,0,0.05,0.64
3180,Donkey Kong Barrel Blast,1,2007,Racing,1,0.2,0.26,0.11,0.06,0.64
3181,Okami,1,2008,5,25,0.45,0.1,0.04,0.05,0.64
3182,Lemony Snicket's A Series of Unfortunate Events,4,2004,2,18,0.31,0.24,0,0.08,0.64
3183,Middle-Earth: Shadow of Mordor,6,2014,5,24,0.2,0.33,0.01,0.1,0.64
3184,Family Feud: 2010 Edition,1,2009,Misc,35,0.59,0,0,0.04,0.64
3185,Red Steel 2,1,2010,11,35,0.36,0.21,0.01,0.06,0.63
3186,X-Men Legends II: Rise of Apocalypse,4,2005,4,18,0.53,0.02,0,0.09,0.63
3187,Nightmare Creatures,PS,1997,5,20,0.35,0.24,0,0.04,0.63
3188,SingStar Queen,4,2009,Misc,20,0.08,0.12,0,0.44,0.63
3189,Just Dance 2015,8,2014,Misc,35,0.41,0.16,0,0.06,0.63
3190,F1 2013,6,2013,Racing,13,0.01,0.45,0.03,0.15,0.63
3191,Juiced 2: Hot Import Nights,8,2007,Racing,THQ,0.22,0.34,0,0.07,0.63
3192,Tony Hawk's Pro Skater 2x,XB,2001,1,18,0.41,0.19,0,0.03,0.63
3193,Sim Theme Park,PS,1999,6,34,0.35,0.24,0,0.04,0.63
3194,FIFA Soccer 2003,XB,2002,1,34,0.2,0.4,0,0.04,0.63
3195,Ghostbusters: The Video Game,8,2009,5,32,0.43,0.14,0,0.06,0.63
3196,Monster Hunter 2,4,N/A,4,25,0,0,0.63,0,0.63
3197,NASCAR 06: Total Team Control,4,2005,22,0.53,0.02,0,0.09,0.63
3198,Tony Hawk's Project 8,6,2006,1,18,0.3,0.23,0.01,0.1,0.63
3199,Dogz,9,2004,Simulation,35,0.45,0.17,0,0.01,0.63
3200,Disney Universe,6,2011,5,29,0.3,0.23,0,0.09,0.63
3201,Guitar Hero: Metallica,6,2009,Misc,18,0.28,0.24,0,0.1,0.63
3202,Iron Man,13,2008,5,12,0.46,0.09,0,0.09,0.63
3203,Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,5,2012,Misc,9,0,0,0.63,0,0.63
3204,Harry Potter and the Half-Blood Prince,DS,2009,5,34,0.21,0.35,0,0.07,0.63
3205,A Bug's Life,N64,1998,2,18,0.49,0.13,0,0.01,0.63
3206,Super Castlevania IV,7,1991,2,21,0.32,0.05,0.25,0.01,0.63
3207,DJ Hero 2,1,2010,Misc,18,0.49,0.09,0,0.04,0.63
3208,Angry Birds Trilogy,5,2012,5,18,0.38,0.2,0,0.05,0.63
3209,Condemned 2: Bloodshot,8,2008,5,12,0.38,0.19,0,0.06,0.63
3210,Cabela's Big Game Hunter (2008),1,2007,1,18,0.58,0,0,0.05,0.63
3211,Mobile Suit Z Gundam: AEUG vs. Titans,4,2003,Fighting,9,0,0,0.63,0,0.63
3212,Just Dance 3,6,2011,Misc,35,0.33,0.21,0,0.09,0.63
3213,Call of Duty: Black Ops,DS,2010,11,18,0.54,0.05,0,0.04,0.63
3214,God of War III,10,2015,5,20,0.23,0.29,0.01,0.1,0.63
3215,Ape Escape 2,4,2002,2,20,0.12,0.09,0.38,0.03,0.63
3216,Metroid Prime: Trilogy,1,2009,11,1,0.43,0.05,0,0.14,0.63
3217,X-Man,2600,1982,5,Universal Gamex,0.58,0.04,0,0.01,0.63
3218,"Transformers: Revenge of the Fallen (XBox 360, 6, & PC Versions)",8,2009,11,18,0.34,0.23,0,0.06,0.63
3219,Advance Wars: Days of Ruin,DS,N/A,6,1,0.44,0.13,0,0.06,0.63
3220,The Sims 3: Generations,PC,2011,Simulation,34,0.4,0.23,0,0,0.63
3221,The Crew,XOne,2014,Racing,35,0.24,0.34,0,0.05,0.63
3222,Battle of Giants: Dragons,DS,2009,6,35,0.31,0.25,0,0.06,0.63
3223,Dragon Quest Monsters Joker 3,5,2016,4,33,0,0,0.63,0,0.63
3224,Sonic & All-Stars Racing Transformed,8,2012,Racing,12,0.2,0.37,0,0.06,0.63
3225,Shin Megami Tensei: Persona 3 FES,4,2007,4,16,0.22,0.2,0.16,0.05,0.63
3226,FIFA Soccer 2002,4,2001,1,34,0.31,0.24,0,0.08,0.63
3227,Shin Megami Tensei: Persona 3 Portable,13,2009,4,Ghostlight,0.18,0.06,0.34,0.04,0.63
3228,Final Fantasy VII International,PS,1997,4,Square,0,0,0.59,0.04,0.63
3229,Tiger Woods PGA Tour 12: The Masters,8,2011,1,34,0.4,0.17,0,0.05,0.63
3230,Okami,4,2006,5,25,0.11,0.03,0.15,0.34,0.63
3231,NHL 2001,PS,2000,1,34,0.35,0.24,0,0.04,0.63
3232,World of Zoo,1,2009,Simulation,THQ,0.41,0.16,0,0.05,0.63
3233,LEGO Jurassic World,XOne,2015,5,24,0.35,0.22,0,0.06,0.63
3234,Wet,6,2009,11,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63
3235,MySims Racing,DS,2009,22,0.26,0.29,0,0.07,0.63
3236,Buzz Lightyear of Star Command,PS,2000,2,18,0.35,0.24,0,0.04,0.63
3237,Namco Museum,GC,2002,Misc,9,0.48,0.13,0,0.02,0.63
3238,Nobunaga no Yabou: Haouden,7,1993,6,16,0.3,0,0.32,0,0.62
3239,Virtua Cop,SAT,1995,11,12,0,0,0.62,0,0.62
3240,Metal Gear Solid 2: Substance,XB,N/A,5,21,0.38,0.22,0,0.03,0.62
3241,Tony Hawk's American Wasteland,XB,2005,1,18,0.4,0.2,0,0.03,0.62
3242,WWF in Your House,PS,1996,Fighting,31,0.35,0.24,0,0.04,0.62
3243,Prince of Persia: The Forgotten Sands,8,2010,5,35,0.3,0.26,0,0.06,0.62
3244,Vanquish,6,2010,11,12,0.21,0.22,0.11,0.09,0.62
3245,Wild ARMs 3,4,2002,4,35,0.16,0.13,0.29,0.04,0.62
3246,NBA ShootOut '97,PS,1997,1,20,0.35,0.24,0,0.04,0.62
3247,Sacred 2: Fallen Angel,6,2009,4,8,0.22,0.23,0.08,0.09,0.62
3248,Madden NFL 07,GC,2006,1,34,0.48,0.13,0,0.02,0.62
3249,Far Cry 4,PC,2014,11,35,0.15,0.42,0,0.05,0.62
3250,Battlezone,2600,1982,11,32,0.58,0.03,0,0.01,0.62
3251,Tiger Woods PGA Tour 2004,XB,2003,1,34,0.47,0.13,0,0.02,0.62
3252,LEGO Pirates of the Caribbean: The Video Game,5,2011,5,29,0.29,0.28,0,0.06,0.62
3253,Pro Evolution Soccer 2015,6,2014,1,21,0.1,0.23,0.22,0.08,0.62
3254,Evolve,XOne,2015,11,26,0.36,0.2,0,0.06,0.62
3255,Tak 2: The Staff of Dreams,4,2004,2,THQ,0.3,0.24,0,0.08,0.62
3256,Dead Island: Riptide,6,2013,5,8,0.26,0.2,0.07,0.09,0.62
3257,Warriors Orochi 3,6,2011,5,35 Annecy,0,0.04,0.57,0.01,0.62
3258,Bolt,DS,2008,Adventure,29,0.35,0.21,0,0.06,0.62
3259,Viewtiful Joe,GC,2003,5,25,0.38,0.1,0.12,0.02,0.62
3260,The Urbz: Sims in the City,9,2004,Simulation,34,0.37,0.22,0,0.03,0.62
3261,Beetle Adventure Racing!,N64,1999,22,0.4,0.2,0,0.02,0.62
3262,FIFA Soccer,11,2012,1,34,0.17,0.34,0.02,0.09,0.62
3263,Disney's 102 Dalmatians: Puppies to the Rescue,PS,2000,2,Eidos Interactive,0.34,0.23,0,0.04,0.62
